0,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
1,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
2,0.252364,0.252364,0.145454,0.0138889,0,0.1875,0,0.125,
3,0,2.04823e-06,0.145455,0.449653,0,0,0,0,
4,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
5,0.324001,0.479637,0.215998,0.212384,0,0.25,0.125,0,
6,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
7,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
8,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
9,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
10,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
11,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
12,0.479636,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
13,0.072,0.117091,0.145455,0.46412,0.0625,0,0,0,
14,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
15,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
16,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
17,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
18,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
19,0.323636,0.180002,0.396,0.518519,0,0.5,0,0.125,
20,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
21,0,2.12951e-06,0.145455,0.611111,0,0,0,0,
22,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
23,0,2.1566e-06,0.145455,0.449653,0,0,0,0,
24,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
25,0.324001,0.479636,0.215998,0.212384,0,0.25,0.125,0,
26,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
27,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
28,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
29,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
30,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
31,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
32,0.479636,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
33,0.072,0.117091,0.145455,0.46412,0.0625,0,0,0,
34,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
35,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
36,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
37,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
38,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
39,0.323636,0.180003,0.396,0.518519,0,0.5,0,0.125,
40,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
41,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
42,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
43,5.4186e-08,2.1566e-06,0.145454,0.449653,0,0,0,0,
44,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
45,0.324001,0.479636,0.215998,0.212384,0,0.25,0.125,0,
46,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
47,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
48,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
49,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
50,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
51,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
52,0.479636,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
53,0.0720001,0.117091,0.145455,0.46412,0.0625,0,0,0,
54,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
55,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
56,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
57,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
58,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
59,0.323636,0.180002,0.396,0.518519,0,0.5,0,0.125,
60,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
61,0,2.26498e-06,0.145455,0.611111,0,0,0,0,
62,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
63,5.4186e-08,2.04823e-06,0.145455,0.449653,0,0,0,0,
64,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
65,0.324001,0.479636,0.215998,0.212384,0,0.25,0.125,0,
66,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
67,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
68,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
69,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
70,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
71,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
72,0.479636,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
73,0.0719999,0.117091,0.145455,0.46412,0.0625,0,0,0,
74,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
75,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
76,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
77,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
78,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
79,0.323636,0.180003,0.396,0.518519,0,0.5,0,0.125,
80,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
81,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
82,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
83,1.08372e-07,2.10242e-06,0.145454,0.449653,0,0,0,0,
84,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
85,0.324001,0.479636,0.215998,0.212384,0,0.25,0.125,0,
86,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
87,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
88,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
89,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
90,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
91,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
92,0.479636,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
93,0.0720001,0.117091,0.145455,0.46412,0.0625,0,0,0,
94,1.01599e-08,1.7773e-06,0.145455,0.611111,0,0,0,0,
95,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
96,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
97,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
98,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
99,0.323636,0.180002,0.396,0.518519,0,0.5,0,0.125,
100,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
101,1.08372e-07,2.04823e-06,0.145455,0.611111,0,0,0,0,
102,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
103,5.4186e-08,2.04823e-06,0.145454,0.449653,0,0,0,0,
104,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
105,0.324001,0.479636,0.215998,0.212384,0,0.25,0.125,0,
106,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
107,0.162182,0.516,0.145454,0.0138889,0,0.0625,0.25,0,
108,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
109,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
110,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
111,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
112,0.479636,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
113,0.0720001,0.117091,0.145455,0.46412,0.0625,0,0,0,
114,6.77325e-09,2.04823e-06,0.145455,0.611111,0,0,0,0,
115,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
116,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
117,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
118,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
119,0.323636,0.180002,0.396,0.518519,0,0.5,0,0.125,
120,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
121,0,2.04823e-06,0.145454,0.611111,0,0,0,0,
122,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
123,5.4186e-08,2.10242e-06,0.145455,0.449653,0,0,0,0,
124,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
125,0.324001,0.479636,0.215998,0.212384,0,0.25,0.125,0,
126,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
127,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
128,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
129,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
130,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
131,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
132,0.479636,0.569818,0.270195,0.238426,0,0.125,0.3125,0.25,
133,0.0720002,0.117091,0.145454,0.46412,0.0625,0,0,0,
134,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
135,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
136,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
137,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
138,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
139,0.323636,0.180002,0.396,0.518519,0,0.5,0,0.125,
140,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
141,0,2.04823e-06,0.145454,0.611111,0,0,0,0,
142,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
143,0,2.04823e-06,0.145455,0.449653,0,0,0,0,
144,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
145,0.324,0.479636,0.215998,0.212384,0,0.25,0.125,0,
146,0.180376,0.516,0.145454,0.0138889,0,0,0.25,0.0625,
147,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
148,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
149,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
150,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
151,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
152,0.479636,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
153,0.0719999,0.117091,0.145455,0.46412,0.0625,0,0,0,
154,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
155,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
156,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
157,0.425818,0.18,0.145455,0.337963,0,0,0.25,0,
158,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
159,0.323636,0.180003,0.396,0.518519,0,0.5,0,0.125,
160,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
161,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
162,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
163,0,1.99405e-06,0.145454,0.449653,0,0,0,0,
164,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
165,0.324,0.479636,0.215998,0.212384,0,0.25,0.125,0,
166,0.180376,0.516,0.145455,0.0138889,0,0,0.25,0.0625,
167,0.162182,0.516,0.145455,0.0138889,0,0.0625,0.25,0,
168,0.378194,0.189091,0.396,0.381366,0.0625,0,0,0.0625,
169,0.243273,0.243273,0.145455,0.0138889,0.125,0,0.1875,0,
170,0.234194,0.36,0.396,0.32581,0,0.5,0,0.1875,
171,0.288,0.36,0.377806,0.355903,0,0,0,0.4375,
172,0.479637,0.569818,0.270194,0.238426,0,0.125,0.3125,0.25,
173,0.072,0.117091,0.145455,0.46412,0.0625,0,0,0,
174,0,2.04823e-06,0.145455,0.611111,0,0,0,0,
175,0.252364,0.243273,0.145455,0.0138889,0.125,0.0625,0,0.125,
176,0.278909,0.297091,0.378194,0.153935,0.125,0.125,0,0.375,
177,0.425818,0.18,0.145454,0.337963,0,0,0.25,0,
178,0.125806,0.144,0.359998,0.379051,0,0,0,0.1875,
179,0.323636,0.180002,0.396,0.518519,0,0.5,0,0.125,
180,0.36,0.252,0.323998,0.331019,0,0,0,0.4375,
181,6.77325e-09,1.7773e-06,0.145455,0.611111,0,0,0,0,
182,0.252364,0.252364,0.145455,0.0138889,0,0.1875,0,0.125,
183,2.7093e-08,2.10242e-06,0.145455,0.449653,0,0,0,0,
184,0.324,0.306182,0.252,0.107639,0,0.5,0,0.125,
185,0.324001,0.479636,0.215998,0.212384,0,0.25,0.125,0,
