0,1.0,0.0,0.0,0.20406,0.0,1.0,0.0,0.28606,-0.0,0.0,1.0,0.003,0.0,0.0,0.0,1.0,192.168.20.101,True
1,6.123233995736766e-17,1.0,0.0,0.002,-1.0,6.123233995736766e-17,-0.0,0.046061,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,96,True
1,6.123233995736766e-17,-1.0,0.0,0.094811,1.0,6.123233995736766e-17,0.0,0.08106100000000001,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,97,True
1,6.123233995736766e-17,1.0,0.0,0.002,-1.0,6.123233995736766e-17,-0.0,0.128061,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,98,True
1,6.123233995736766e-17,-1.0,0.0,0.094811,1.0,6.123233995736766e-17,0.0,0.163061,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,99,True
1,6.123233995736766e-17,1.0,0.0,0.002,-1.0,6.123233995736766e-17,-0.0,0.210061,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,100,True
1,6.123233995736766e-17,-1.0,0.0,0.094811,1.0,6.123233995736766e-17,0.0,0.245061,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,101,True
1,6.123233995736766e-17,1.0,0.0,0.002,-1.0,6.123233995736766e-17,-0.0,0.29206099999999996,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,102,True
1,6.123233995736766e-17,-1.0,0.0,0.094811,1.0,6.123233995736766e-17,0.0,0.32706100000000005,-0.0,0.0,1.0,0.01,0.0,0.0,0.0,1.0,103,True
2,6.123233995736766e-17,-1.0,0.0,0.164631,1.0,6.123233995736766e-17,0.0,0.0305,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,48,True
2,6.123233995736766e-17,-1.0,0.0,0.164631,1.0,6.123233995736766e-17,0.0,0.0715,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,50,True
2,6.123233995736766e-17,-1.0,0.0,0.164631,1.0,6.123233995736766e-17,0.0,0.1125,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,52,True
2,6.123233995736766e-17,-1.0,0.0,0.164631,1.0,6.123233995736766e-17,0.0,0.1535,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,54,True
2,6.123233995736766e-17,1.0,0.0,0.19149100000000002,-1.0,6.123233995736766e-17,-0.0,0.0305,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,56,True
2,6.123233995736766e-17,1.0,0.0,0.19149100000000002,-1.0,6.123233995736766e-17,-0.0,0.0715,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,58,True
2,6.123233995736766e-17,1.0,0.0,0.19149100000000002,-1.0,6.123233995736766e-17,-0.0,0.1125,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,60,True
2,6.123233995736766e-17,1.0,0.0,0.19149100000000002,-1.0,6.123233995736766e-17,-0.0,0.1535,-0.0,0.0,1.0,0.0222,0.0,0.0,0.0,1.0,62,True
4,6.123233995736766e-17,-1.0,0.0,0.30006099999999997,1.0,6.123233995736766e-17,0.0,0.074881,-0.0,0.0,1.0,0.0285,0.0,0.0,0.0,1.0,8,True
