generation,0,0,-0.779325,-0.748567,0.0701797,1,-0.812347,-0.744051,0.0701074,2,-0.638986,-0.801096,0.0718121,3,-0.625741,-0.547344,0.0706863,
generation,1,0,-0.625741,-0.547344,0.0706863,1,-0.625741,-0.547344,0.0706863,2,-0.625407,-0.546247,0.0698151,3,-0.779138,-0.750309,0.0702479,
generation,2,0,-0.625407,-0.546247,0.0698151,1,-0.625407,-0.546247,0.0698151,2,-0.625848,-0.576607,0.0709696,3,-0.637836,-0.801256,0.0705051,
generation,3,0,-0.625407,-0.546247,0.0698151,1,-0.625407,-0.546247,0.0698151,2,-0.625407,-0.546247,0.0698151,3,-0.817558,-0.138698,0.0702976,
generation,4,0,-0.817558,-0.138698,0.0702976,1,-0.817558,-0.138698,0.0702976,2,-0.858748,-0.886406,0.0700493,3,-0.858748,-0.886406,0.0700493,
generation,5,0,-0.817558,-0.138698,0.0702976,1,-0.817558,-0.138698,0.0702976,2,-0.817558,-0.138698,0.0702976,3,-0.63782,-0.80116,0.0703981,
generation,6,0,-0.817558,-0.138698,0.0702976,1,-0.817558,-0.138698,0.0702976,2,-0.817558,-0.138698,0.0702976,3,-0.817558,-0.138698,0.0702976,
generation,7,0,-0.817558,-0.138698,0.0702976,1,-0.817558,-0.138698,0.0702976,2,-0.753977,-0.642693,0.0702889,3,-0.637796,-0.801661,0.0700084,
generation,8,0,-0.817558,-0.138698,0.0702976,1,-0.817558,-0.138698,0.0702976,2,-0.821846,-0.817731,0.0699301,3,-0.817558,-0.138698,0.0702976,
generation,9,0,-0.817558,-0.138698,0.0702976,1,-0.817558,-0.138698,0.0702976,2,-0.817558,-0.138698,0.0702976,3,-0.817558,-0.138698,0.0702976,
