0,0.125818,0.16182,0.396,0.590278,0,0.1875,0,0,
1,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
2,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
3,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
4,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
5,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
6,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
7,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
8,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
9,0.234182,0.134909,0.396,0.29919,0.25,0,0.0625,0,
