0,2,-6.387167766936717,5.325590368353808,0.0,0.0,0.0,0.0
1,2,-0.45390544530210697,-2.5977181547260644,0.0,0.0,0.0,0.0
2,1,-2.8948721510312874,-2.273922683958374,0.0,0.0,0.0,0.0
2,1,-8.373100310349418,-7.9358242426723224,0.0,0.0,0.0,0.0
2,2,-6.244735346706127,-7.050309565918591,0.0,0.0,0.0,0.0
3,2,5.258774725484994,8.024388279823278,0.0,0.0,0.0,0.0
4,1,4.9136930586477074,7.202583082464383,0.0,0.0,0.0,0.0
4,2,7.222647095618505,-6.266031081435364,0.0,0.0,0.0,0.0
5,1,-0.7741038878443494,7.542335402958717,0.0,0.0,0.0,0.0
5,2,-5.582201109333834,0.412404044998933,0.0,0.0,0.0,0.0
